Dates,NKE ,C ,SPX ,USDGBP,CBK ,VOW ,DAX,GBPEUR,,,,,,,,,,,,,,,,,,,,
28/07/2017,58.67,67.43,2472.1,0.7613,11.126,134.352,12162.7,1.118,,,,,,,,,,,,,,,,,,,,
31/07/2017,59.05,68.45,2470.3,0.7567,11.083,132.621,12118.25,1.1159,,,,,,,,,,,,,,,,,,,,
01/08/2017,59.84,69.6,2476.35,0.7573,11.185,133.971,12251.29,1.1188,,,,,,,,,,,,,,,,,,,,
02/08/2017,59.79,69.42,2477.57,0.7562,10.92,133.444,12181.48,1.1152,,,,,,,,,,,,,,,,,,,,
03/08/2017,60.14,68.13,2472.16,0.7611,11.186,130.999,12154.72,1.1069,,,,,,,,,,,,,,,,,,,,
04/08/2017,59.76,68.98,2476.83,0.7669,11.581,131.893,12297.72,1.1075,,,,,,,,,,,,,,,,,,,,
07/08/2017,59.79,69.04,2480.91,0.7672,11.666,131.244,12257.17,1.1051,,,,,,,,,,,,,,,,,,,,
08/08/2017,59.46,68.88,2474.92,0.7697,11.474,131.513,12292.05,1.1055,,,,,,,,,,,,,,,,,,,,
09/08/2017,59.9,68.43,2474.02,0.769,11.138,130.013,12154,1.1059,,,,,,,,,,,,,,,,,,,,
10/08/2017,59.07,67.22,2438.21,0.7706,10.865,127.839,12014.3,1.1024,,,,,,,,,,,,,,,,,,,,
11/08/2017,58.97,66.8,2441.32,0.7686,10.763,128.861,12014.06,1.1006,,,,,,,,,,,,,,,,,,,,
14/08/2017,59.78,67.89,2465.84,0.7714,11.145,130.617,12165.12,1.1004,,,,,,,,,,,,,,,,,,,,
15/08/2017,58.56,67.97,2464.61,0.777,11.187,131.075,12177.04,1.0966,,,,,,,,,,,,,,,,,,,,
16/08/2017,58.54,67.71,2468.11,0.7757,11.185,131.591,12263.86,1.0955,,,,,,,,,,,,,,,,,,,,
17/08/2017,57.46,66.6,2430.01,0.7772,10.793,130.424,12203.46,1.0977,,,,,,,,,,,,,,,,,,,,
18/08/2017,54.95,66.58,2425.55,0.7768,10.927,129.866,12165.19,1.0948,,,,,,,,,,,,,,,,,,,,
21/08/2017,53.61,65.95,2428.37,0.7753,10.77,129.126,12065.99,1.0917,,,,,,,,,,,,,,,,,,,,
22/08/2017,54.13,66.85,2452.51,0.7798,10.732,129.163,12229.34,1.0903,,,,,,,,,,,,,,,,,,,,
23/08/2017,53.61,67.23,2444.04,0.7812,10.681,129.426,12174.3,1.0841,,,,,,,,,,,,,,,,,,,,
24/08/2017,53.84,67.69,2438.97,0.7812,10.579,130.288,12180.83,1.0848,,,,,,,,,,,,,,,,,,,,
25/08/2017,53.9,67.85,2443.05,0.7762,10.624,130.885,12167.94,1.0801,,,,,,,,,,,,,,,,,,,,
28/08/2017,53.73,67.81,2444.24,0.7732,10.588,130.891,12123.47,1.0796,,,,,,,,,,,,,,,,,,,,
29/08/2017,52.73,67.48,2446.3,0.774,10.301,129.694,11945.88,1.079,,,,,,,,,,,,,,,,,,,,
30/08/2017,52.56,68.01,2457.59,0.7737,10.25,129.605,12002.47,1.0876,,,,,,,,,,,,,,,,,,,,
31/08/2017,52.81,68.03,2471.65,0.7736,10.449,129.473,12055.84,1.0857,,,,,,,,,,,,,,,,,,,,
01/09/2017,53.36,68.58,2476.55,0.7721,10.471,130.897,12142.64,1.0921,,,,,,,,,,,,,,,,,,,,
04/09/2017,53.36,68.58,2476.55,0.7733,10.372,131.17,12102.21,1.0874,,,,,,,,,,,,,,,,,,,,
05/09/2017,53.01,67.16,2457.85,0.7673,10.07,132.294,12123.71,1.094,,,,,,,,,,,,,,,,,,,,
06/09/2017,52.76,67.32,2465.54,0.7667,10.24,135.35,12214.54,1.0945,,,,,,,,,,,,,,,,,,,,
07/09/2017,52.39,66.06,2465.1,0.7633,10.063,135.8,12296.63,1.0898,,,,,,,,,,,,,,,,,,,,
08/09/2017,52.2,66.17,2461.43,0.7579,10.168,135.881,12303.98,1.0964,,,,,,,,,,,,,,,,,,,,
11/09/2017,53.03,67.71,2488.11,0.7597,10.504,137.149,12475.24,1.1013,,,,,,,,,,,,,,,,,,,,
12/09/2017,53.4,68.79,2496.48,0.7528,10.852,139.239,12524.77,1.11,,,,,,,,,,,,,,,,,,,,
13/09/2017,53.52,69.39,2498.37,0.757,10.74,139.23,12553.57,1.1116,,,,,,,,,,,,,,,,,,,,
14/09/2017,53.73,69.24,2495.62,0.7464,10.779,139.36,12540.45,1.1242,,,,,,,,,,,,,,,,,,,,
15/09/2017,53.87,69.04,2500.23,0.7358,10.731,140.169,12518.81,1.1375,,,,,,,,,,,,,,,,,,,,
18/09/2017,53.5,70.6,2503.87,0.7409,10.738,141.53,12559.39,1.1284,,,,,,,,,,,,,,,,,,,,
19/09/2017,53.33,71.15,2506.65,0.7401,10.56,141.258,12561.79,1.1265,,,,,,,,,,,,,,,,,,,,
20/09/2017,53.56,71.46,2508.24,0.7411,10.9,141.918,12569.17,1.1347,,,,,,,,,,,,,,,,,,,,
21/09/2017,53.19,71.76,2500.6,0.7363,11.257,142.257,12600.03,1.1371,,,,,,,,,,,,,,,,,,,,
22/09/2017,53.24,71.4,2502.22,0.7408,11.28,144.15,12592.35,1.1297,,,,,,,,,,,,,,,,,,,,
25/09/2017,53.23,70.84,2496.66,0.7425,10.971,142.605,12594.81,1.1366,,,,,,,,,,,,,,,,,,,,
26/09/2017,53.7,70.94,2496.84,0.743,11.125,144.947,12605.2,1.1411,,,,,,,,,,,,,,,,,,,,
27/09/2017,52.67,72.28,2507.04,0.747,11.47,145.419,12657.41,1.1395,,,,,,,,,,,,,,,,,,,,
28/09/2017,52.63,72.65,2510.06,0.7439,11.369,143.264,12704.65,1.1405,,,,,,,,,,,,,,,,,,,,
29/09/2017,51.85,72.74,2519.36,0.7465,11.49,142.95,12828.86,1.1341,,,,,,,,,,,,,,,,,,,,
02/10/2017,51.87,73.8,2529.12,0.7532,11.46,143.305,12902.65,1.1315,,,,,,,,,,,,,,,,,,,,
03/10/2017,51.47,74.13,2534.58,0.7554,11.5,145.48,12902.65,1.1272,,,,,,,,,,,,,,,,,,,,
04/10/2017,52.08,74.06,2537.74,0.7549,11.338,146.012,12970.52,1.1267,,,,,,,,,,,,,,,,,,,,
05/10/2017,52.18,75.72,2552.07,0.7622,11.63,147.63,12968.05,1.1202,,,,,,,,,,,,,,,,,,,,
06/10/2017,52.42,75.64,2549.33,0.7652,11.55,147.803,12955.94,1.114,,,,,,,,,,,,,,,,,,,,
09/10/2017,51.52,75.39,2544.73,0.7609,11.583,146.549,12976.4,1.1192,,,,,,,,,,,,,,,,,,,,
10/10/2017,51.53,75.18,2550.64,0.7574,11.581,147.052,12949.25,1.1181,,,,,,,,,,,,,,,,,,,,
11/10/2017,51.03,74.94,2555.24,0.7562,11.658,148.188,12970.68,1.115,,,,,,,,,,,,,,,,,,,,
12/10/2017,50.83,72.37,2550.93,0.754,11.658,149.085,12982.89,1.1211,,,,,,,,,,,,,,,,,,,,
13/10/2017,50.98,72.11,2553.17,0.7528,11.67,148.67,12991.87,1.1239,,,,,,,,,,,,,,,,,,,,
16/10/2017,51.37,71.77,2557.64,0.7546,11.775,149.525,13003.7,1.1233,,,,,,,,,,,,,,,,,,,,
17/10/2017,52,72.19,2559.36,0.7581,11.727,148.154,12995.06,1.121,,,,,,,,,,,,,,,,,,,,
18/10/2017,52.3,73.12,2561.26,0.7573,11.786,149.59,13043.03,1.1202,,,,,,,,,,,,,,,,,,,,
19/10/2017,52.69,72.88,2562.1,0.7599,11.685,148.208,12990.1,1.1103,,,,,,,,,,,,,,,,,,,,
20/10/2017,53.06,73.53,2575.21,0.7582,11.625,147.98,12991.28,1.1196,,,,,,,,,,,,,,,,,,,,
23/10/2017,53.66,73.53,2564.98,0.7577,11.436,148.156,13003.14,1.1233,,,,,,,,,,,,,,,,,,,,
24/10/2017,53.42,74.24,2569.13,0.7614,12.125,150.269,13013.19,1.1165,,,,,,,,,,,,,,,,,,,,
25/10/2017,54.94,73.62,2557.15,0.7539,12.155,149.305,12953.41,1.1224,,,,,,,,,,,,,,,,,,,,
26/10/2017,56.81,73.79,2560.4,0.7599,12.12,149.703,13133.28,1.1295,,,,,,,,,,,,,,,,,,,,
27/10/2017,55.96,73.87,2581.07,0.7617,11.84,154.075,13217.54,1.131,,,,,,,,,,,,,,,,,,,,
30/10/2017,55.27,73.78,2572.83,0.7571,11.764,159.025,13229.57,1.1336,,,,,,,,,,,,,,,,,,,,
31/10/2017,54.99,73.5,2575.26,0.7528,11.78,159.55,13229.57,1.1405,,,,,,,,,,,,,,,,,,,,
01/11/2017,55.07,74.03,2579.36,0.755,11.899,167.166,13465.51,1.1399,,,,,,,,,,,,,,,,,,,,
02/11/2017,55.12,74.74,2579.85,0.7658,11.992,165.983,13440.93,1.1202,,,,,,,,,,,,,,,,,,,,
03/11/2017,55.71,74.05,2587.84,0.7647,11.781,165.093,13478.86,1.1265,,,,,,,,,,,,,,,,,,,,
06/11/2017,56.04,73.8,2591.13,0.7592,11.818,164.865,13468.79,1.1345,,,,,,,,,,,,,,,,,,,,
07/11/2017,55.15,72.71,2590.64,0.7595,11.74,163.429,13379.27,1.1364,,,,,,,,,,,,,,,,,,,,
08/11/2017,55.76,72.34,2594.38,0.7624,11.696,161.27,13382.42,1.1312,,,,,,,,,,,,,,,,,,,,
09/11/2017,56.13,72.43,2584.62,0.7607,11.888,160.451,13182.56,1.1292,,,,,,,,,,,,,,,,,,,,
10/11/2017,56.09,72.25,2582.3,0.7581,11.87,159.285,13127.47,1.1308,,,,,,,,,,,,,,,,,,,,
13/11/2017,55.91,71.99,2584.84,0.7624,11.77,158.966,13074.42,1.1242,,,,,,,,,,,,,,,,,,,,
14/11/2017,55.98,71.53,2578.87,0.7596,11.645,158.235,13033.48,1.1159,,,,,,,,,,,,,,,,,,,,
15/11/2017,56.63,71.73,2564.62,0.7592,11.83,156.071,12976.37,1.1171,,,,,,,,,,,,,,,,,,,,
16/11/2017,57.23,71.67,2585.64,0.758,12.041,160.546,13047.22,1.121,,,,,,,,,,,,,,,,,,,,
17/11/2017,59.19,71.33,2578.85,0.7566,12.084,160.367,12993.73,1.1216,,,,,,,,,,,,,,,,,,,,
20/11/2017,59.25,72.05,2582.14,0.7556,12.323,166.555,13058.66,1.128,,,,,,,,,,,,,,,,,,,,
21/11/2017,59.39,72.38,2599.03,0.7554,12.228,170.532,13167.54,1.1278,,,,,,,,,,,,,,,,,,,,
22/11/2017,59.07,72.26,2597.08,0.7504,12.022,167.491,13015.04,1.1272,,,,,,,,,,,,,,,,,,,,
23/11/2017,59.07,72.26,2597.08,0.7514,12.075,168.352,13008.55,1.123,,,,,,,,,,,,,,,,,,,,
24/11/2017,59.32,72.02,2602.42,0.7497,12.08,168.927,13059.84,1.1177,,,,,,,,,,,,,,,,,,,,
27/11/2017,59.63,71.39,2601.42,0.7508,12.115,169.1,13000.2,1.1193,,,,,,,,,,,,,,,,,,,,
28/11/2017,59.58,73.7,2627.04,0.7497,12.178,169.2,13059.53,1.1266,,,,,,,,,,,,,,,,,,,,
29/11/2017,60.36,75.04,2626.07,0.7457,12.122,171.68,13061.87,1.1319,,,,,,,,,,,,,,,,,,,,
30/11/2017,60.42,75.5,2647.58,0.7393,12.15,174.388,13023.98,1.1361,,,,,,,,,,,,,,,,,,,,
01/12/2017,59.88,75.51,2642.22,0.742,12.111,170.225,12861.49,1.1327,,,,,,,,,,,,,,,,,,,,
04/12/2017,60.1,77.1,2639.44,0.7419,12.413,169.966,13058.55,1.136,,,,,,,,,,,,,,,,,,,,
05/12/2017,60.42,76.54,2629.57,0.7439,12.329,168.165,13048.54,1.1367,,,,,,,,,,,,,,,,,,,,
06/12/2017,59.72,75.44,2629.27,0.7468,12.131,165.788,12998.85,1.1354,,,,,,,,,,,,,,,,,,,,
07/12/2017,60.6,74.98,2636.98,0.7421,12.347,167.409,13045.15,1.1445,,,,,,,,,,,,,,,,,,,,
08/12/2017,61.3,75.71,2651.5,0.7472,12.64,169.88,13153.7,1.1379,,,,,,,,,,,,,,,,,,,,
11/12/2017,61.91,75.85,2659.99,0.7496,12.659,171.442,13123.65,1.1334,,,,,,,,,,,,,,,,,,,,
12/12/2017,62.17,76.15,2664.11,0.7508,12.706,171.404,13183.53,1.1342,,,,,,,,,,,,,,,,,,,,
13/12/2017,64.3,75.14,2662.85,0.7453,12.7,169.628,13125.64,1.1345,,,,,,,,,,,,,,,,,,,,
14/12/2017,64.53,73.92,2652.01,0.7445,12.575,170.589,13068.08,1.1403,,,,,,,,,,,,,,,,,,,,
15/12/2017,64.79,74.77,2675.81,0.7505,12.556,169.382,13103.56,1.1338,,,,,,,,,,,,,,,,,,,,
18/12/2017,64.81,75.67,2690.16,0.7473,12.796,172.285,13312.3,1.1359,,,,,,,,,,,,,,,,,,,,
19/12/2017,64.24,74.7,2681.47,0.7471,12.822,172.599,13215.79,1.1305,,,,,,,,,,,,,,,,,,,,
20/12/2017,63.59,74.66,2679.25,0.7476,12.757,169.761,13069.17,1.1267,,,,,,,,,,,,,,,,,,,,
21/12/2017,64.77,75.82,2684.57,0.747,12.69,169.897,13109.74,1.1275,,,,,,,,,,,,,,,,,,,,
22/12/2017,63.29,75.49,2683.34,0.7484,12.585,170.19,13072.79,1.1264,,,,,,,,,,,,,,,,,,,,
25/12/2017,63.29,75.49,2683.34,0.7478,12.585,170.19,13072.79,1.1263,,,,,,,,,,,,,,,,,,,,
26/12/2017,63.65,74.78,2680.5,0.7477,12.585,170.19,13072.79,1.1278,,,,,,,,,,,,,,,,,,,,
27/12/2017,62.95,74.89,2682.62,0.7463,12.529,169.445,13070.02,1.127,,,,,,,,,,,,,,,,,,,,
28/12/2017,62.95,75.08,2687.54,0.7439,12.522,169.913,12979.94,1.1256,,,,,,,,,,,,,,,,,,,,
29/12/2017,62.55,74.41,2673.61,0.7402,12.505,168.7,12917.64,1.126,,,,,,,,,,,,,,,,,,,,
01/01/2018,62.55,74.41,2673.61,0.7406,12.505,168.7,12917.64,1.124,,,,,,,,,,,,,,,,,,,,
02/01/2018,63.49,74.36,2695.81,0.7358,12.65,168.41,12871.39,1.1269,,,,,,,,,,,,,,,,,,,,
03/01/2018,63.48,74.59,2713.06,0.7398,12.638,171,12978.21,1.1248,,,,,,,,,,,,,,,,,,,,
04/01/2018,63.44,75.51,2723.99,0.7379,12.852,174.6,13167.89,1.123,,,,,,,,,,,,,,,,,,,,
05/01/2018,63.98,75.41,2743.15,0.737,12.648,178.7,13319.64,1.128,,,,,,,,,,,,,,,,,,,,
08/01/2018,64.55,74.53,2747.71,0.737,12.606,179.8,13367.78,1.1337,,,,,,,,,,,,,,,,,,,,
09/01/2018,64.09,75.31,2751.29,0.7385,12.632,180.6,13385.59,1.1343,,,,,,,,,,,,,,,,,,,,
10/01/2018,64.22,75.65,2748.23,0.7403,13.15,177.2,13281.34,1.1305,,,,,,,,,,,,,,,,,,,,
11/01/2018,64.29,75.56,2767.56,0.7385,13.454,179.1,13202.9,1.1253,,,,,,,,,,,,,,,,,,,,
12/01/2018,64.67,76.84,2786.24,0.7284,13.256,181.4,13245.03,1.1251,,,,,,,,,,,,,,,,,,,,
15/01/2018,64.67,76.84,2786.24,0.725,13.238,180.7,13200.51,1.1246,,,,,,,,,,,,,,,,,,,,
16/01/2018,63.42,77.11,2776.42,0.7251,13.122,184.8,13246.33,1.1249,,,,,,,,,,,,,,,,,,,,
17/01/2018,63.81,77.47,2802.56,0.7229,13.1,182.9,13183.96,1.1349,,,,,,,,,,,,,,,,,,,,
18/01/2018,64.11,77.39,2798.03,0.7197,13.106,183.4,13281.43,1.1353,,,,,,,,,,,,,,,,,,,,
19/01/2018,67.21,78.3,2810.3,0.7219,13.33,185.8,13434.45,1.134,,,,,,,,,,,,,,,,,,,,
22/01/2018,66.39,78.59,2832.97,0.7149,13.57,188.9,13463.69,1.1407,,,,,,,,,,,,,,,,,,,,
23/01/2018,67.14,78.55,2839.13,0.7143,13.418,186,13559.6,1.1383,,,,,,,,,,,,,,,,,,,,
24/01/2018,68,79.45,2837.54,0.7022,13.512,184.1,13414.74,1.1478,,,,,,,,,,,,,,,,,,,,
25/01/2018,67.71,79.44,2839.25,0.7073,13.572,182,13298.36,1.1408,,,,,,,,,,,,,,,,,,,,
26/01/2018,68.04,80.08,2872.87,0.7065,13.7,183.3,13340.17,1.1393,,,,,,,,,,,,,,,,,,,,
29/01/2018,67.58,79.96,2853.53,0.7105,13.396,182.6,13324.48,1.1367,,,,,,,,,,,,,,,,,,,,
30/01/2018,67.33,78.62,2822.43,0.7068,13.282,179.2,13197.71,1.1406,,,,,,,,,,,,,,,,,,,,
31/01/2018,68.22,78.48,2823.81,0.7046,13.256,178.8,13189.48,1.1432,,,,,,,,,,,,,,,,,,,,
01/02/2018,67.65,79.2,2821.98,0.701,13.336,177.6,13003.9,1.1404,,,,,,,,,,,,,,,,,,,,
02/02/2018,67.22,77.02,2762.13,0.7082,13.03,173.5,12785.16,1.1334,,,,,,,,,,,,,,,,,,,,
05/02/2018,64.39,73.27,2648.94,0.7163,12.684,161.1,12687.49,1.1287,,,,,,,,,,,,,,,,,,,,
06/02/2018,65.22,74.82,2695.14,0.7168,12.55,170.2,12392.66,1.1271,,,,,,,,,,,,,,,,,,,,
07/02/2018,65.63,74.99,2681.66,0.7204,12.788,171.2,12590.43,1.1314,,,,,,,,,,,,,,,,,,,,
08/02/2018,62.49,71.87,2581,0.7188,12.314,165.8,12260.29,1.136,,,,,,,,,,,,,,,,,,,,
09/02/2018,65.49,73.68,2619.55,0.7232,11.996,168.3,12107.48,1.1288,,,,,,,,,,,,,,,,,,,,
12/02/2018,65.98,74.76,2656,0.7227,12.23,169.2,12282.77,1.1257,,,,,,,,,,,,,,,,,,,,
13/02/2018,65.87,75.18,2662.94,0.7199,12.278,170.3,12196.5,1.1246,,,,,,,,,,,,,,,,,,,,
14/02/2018,67.96,76.71,2698.63,0.7143,12.744,170.5,12339.16,1.1245,,,,,,,,,,,,,,,,,,,,
15/02/2018,68.29,77.08,2731.2,0.7093,12.83,170.9,12346.17,1.1274,,,,,,,,,,,,,,,,,,,,
16/02/2018,68.3,76.82,2732.22,0.7124,12.778,170.8,12451.96,1.131,,,,,,,,,,,,,,,,,,,,
19/02/2018,68.3,76.82,2732.22,0.7142,12.898,170.9,12385.6,1.1283,,,,,,,,,,,,,,,,,,,,
20/02/2018,67.49,76.46,2716.26,0.7145,12.962,166.5,12487.9,1.1344,,,,,,,,,,,,,,,,,,,,
21/02/2018,67.05,77,2701.33,0.7185,13.1,165.3,12470.49,1.133,,,,,,,,,,,,,,,,,,,,
22/02/2018,67.13,76.27,2703.96,0.7166,13.022,165.9,12461.91,1.1317,,,,,,,,,,,,,,,,,,,,
23/02/2018,68.16,77.08,2747.3,0.7161,12.914,166.6,12483.79,1.1361,,,,,,,,,,,,,,,,,,,,
26/02/2018,69.65,77.65,2779.6,0.716,12.746,169.5,12527.04,1.134,,,,,,,,,,,,,,,,,,,,
27/02/2018,68.03,76.38,2744.28,0.7189,12.742,165.6,12490.73,1.1369,,,,,,,,,,,,,,,,,,,,
28/02/2018,67.03,75.49,2713.83,0.7268,12.706,162.7,12435.85,1.1284,,,,,,,,,,,,,,,,,,,,
01/03/2018,66.32,73.66,2677.67,0.7259,12.412,158.7,12190.94,1.123,,,,,,,,,,,,,,,,,,,,
02/03/2018,65.89,73.68,2691.25,0.7246,12.28,158.8,11913.71,1.1204,,,,,,,,,,,,,,,,,,,,
05/03/2018,65.05,74.42,2720.94,0.7221,12.138,158.9,12090.87,1.1226,,,,,,,,,,,,,,,,,,,,
06/03/2018,65.24,74.06,2728.12,0.72,12.238,161.1,12113.87,1.1196,,,,,,,,,,,,,,,,,,,,
07/03/2018,64.17,73.92,2726.8,0.7194,12.186,159,12245.36,1.1196,,,,,,,,,,,,,,,,,,,,
08/03/2018,65.11,74.11,2738.97,0.724,12.35,159.9,12355.57,1.1218,,,,,,,,,,,,,,,,,,,,
09/03/2018,66.3,76.11,2786.57,0.7221,12.312,160.6,12346.68,1.1252,,,,,,,,,,,,,,,,,,,,
12/03/2018,66.82,76.02,2783.02,0.7191,12.266,160.6,12418.39,1.1275,,,,,,,,,,,,,,,,,,,,
13/03/2018,66.17,74.91,2765.31,0.7162,12.05,156.6,12221.03,1.1269,,,,,,,,,,,,,,,,,,,,
14/03/2018,66.2,73.47,2749.48,0.7163,11.936,160.3,12237.74,1.1289,,,,,,,,,,,,,,,,,,,,
15/03/2018,66.39,73.34,2747.33,0.7175,11.832,164.4,12345.56,1.1326,,,,,,,,,,,,,,,,,,,,
16/03/2018,65.91,73.47,2752.01,0.7171,11.926,164.2,12389.58,1.1347,,,,,,,,,,,,,,,,,,,,
19/03/2018,65.71,72.7,2712.92,0.713,11.934,160.4,12217.02,1.1369,,,,,,,,,,,,,,,,,,,,
20/03/2018,66.8,72.92,2716.94,0.7144,12.006,162.4,12307.33,1.1434,,,,,,,,,,,,,,,,,,,,
21/03/2018,66.35,73.32,2711.93,0.7071,11.876,160.5,12309.15,1.1461,,,,,,,,,,,,,,,,,,,,
22/03/2018,64.42,70.31,2643.69,0.7095,11.008,156.1,12100.08,1.1459,,,,,,,,,,,,,,,,,,,,
23/03/2018,64.63,67.9,2588.26,0.7076,10.896,153.5,11886.31,1.1438,,,,,,,,,,,,,,,,,,,,
26/03/2018,65.9,69.78,2658.55,0.7028,11.02,158.7,11787.26,1.1434,,,,,,,,,,,,,,,,,,,,
27/03/2018,66.17,68.28,2612.62,0.7063,10.64,157.5,11970.83,1.1414,,,,,,,,,,,,,,,,,,,,
28/03/2018,65.44,68.26,2605,0.7104,10.642,157.1,11940.71,1.1437,,,,,,,,,,,,,,,,,,,,
29/03/2018,66.44,67.5,2640.87,0.7132,10.588,162.9,12096.73,1.1396,,,,,,,,,,,,,,,,,,,,
30/03/2018,66.44,67.5,2640.87,0.7134,10.588,162.9,12096.73,1.1377,,,,,,,,,,,,,,,,,,,,
02/04/2018,64.12,67.71,2581.88,0.712,10.588,162.9,12096.73,1.1417,,,,,,,,,,,,,,,,,,,,
03/04/2018,66.7,68.48,2614.45,0.7113,10.406,164.4,12002.45,1.1456,,,,,,,,,,,,,,,,,,,,
04/04/2018,68.42,69.31,2644.69,0.7102,10.31,164,11957.9,1.1465,,,,,,,,,,,,,,,,,,,,
05/04/2018,69.59,70.22,2662.84,0.7141,10.678,165.9,12305.19,1.1441,,,,,,,,,,,,,,,,,,,,
06/04/2018,67.55,68.6,2604.47,0.7096,10.552,164.2,12241.27,1.1474,,,,,,,,,,,,,,,,,,,,
09/04/2018,67.18,69.44,2613.16,0.7077,10.476,163.9,12261.75,1.1469,,,,,,,,,,,,,,,,,,,,
10/04/2018,67,70.51,2656.87,0.7054,10.9,169.1,12397.32,1.1475,,,,,,,,,,,,,,,,,,,,
11/04/2018,66.83,69.89,2642.19,0.7054,10.67,170.2,12293.97,1.1463,,,,,,,,,,,,,,,,,,,,
12/04/2018,67.77,72.13,2663.99,0.7029,10.79,173.8,12415.01,1.1544,,,,,,,,,,,,,,,,,,,,
13/04/2018,67.25,71.01,2656.3,0.7022,10.726,173.2,12442.4,1.1545,,,,,,,,,,,,,,,,,,,,
16/04/2018,67.06,70.07,2677.84,0.6974,10.76,170.9,12391.41,1.1582,,,,,,,,,,,,,,,,,,,,
17/04/2018,67.51,69.74,2706.39,0.6999,10.836,172.7,12585.57,1.155,,,,,,,,,,,,,,,,,,,,
18/04/2018,66.2,68.98,2708.64,0.704,10.664,171.9,12590.83,1.1476,,,,,,,,,,,,,,,,,,,,
19/04/2018,65.73,70.28,2693.13,0.71,10.81,170.8,12567.42,1.1411,,,,,,,,,,,,,,,,,,,,
20/04/2018,66.09,70,2670.14,0.7143,10.738,169.5,12540.5,1.1393,,,,,,,,,,,,,,,,,,,,
23/04/2018,66.88,69.48,2670.29,0.7174,11.096,168,12572.39,1.1419,,,,,,,,,,,,,,,,,,,,
24/04/2018,66.97,69.12,2634.56,0.7154,10.89,166.8,12550.82,1.1426,,,,,,,,,,,,,,,,,,,,
25/04/2018,66.67,69.36,2639.4,0.7178,10.792,165.3,12422.3,1.1455,,,,,,,,,,,,,,,,,,,,
26/04/2018,68.05,69.18,2666.94,0.7186,10.83,169.9,12500.47,1.1501,,,,,,,,,,,,,,,,,,,,
27/04/2018,69.56,68.99,2669.91,0.7256,10.734,169.3,12580.87,1.1365,,,,,,,,,,,,,,,,,,,,
30/04/2018,68.39,68.27,2648.05,0.7265,10.64,168.5,12612.11,1.1396,,,,,,,,,,,,,,,,,,,,
01/05/2018,68.1,68.25,2654.8,0.7345,10.64,168.5,12612.11,1.1352,,,,,,,,,,,,,,,,,,,,
02/05/2018,68.26,67.99,2635.67,0.7367,10.776,173.3,12802.25,1.136,,,,,,,,,,,,,,,,,,,,
03/05/2018,66.9,67.94,2629.73,0.7366,10.536,172.3,12690.15,1.1323,,,,,,,,,,,,,,,,,,,,
04/05/2018,68.1,67.94,2663.42,0.739,10.57,169.4,12819.6,1.1312,,,,,,,,,,,,,,,,,,,,
07/05/2018,69.34,68.5,2672.63,0.7376,10.664,170.4,12948.14,1.1371,,,,,,,,,,,,,,,,,,,,
08/05/2018,68.46,71,2671.92,0.7381,10.552,170.2,12912.21,1.1418,,,,,,,,,,,,,,,,,,,,
09/05/2018,67.95,71.95,2697.79,0.7381,10.806,168.4,12943.06,1.143,,,,,,,,,,,,,,,,,,,,
10/05/2018,67.92,72.57,2723.07,0.7397,10.804,169,13022.87,1.1346,,,,,,,,,,,,,,,,,,,,
11/05/2018,68.43,72.86,2727.72,0.7384,10.768,168.9,13001.24,1.1338,,,,,,,,,,,,,,,,,,,,
14/05/2018,68.84,72.62,2730.13,0.7377,10.572,168.4,12977.71,1.1365,,,,,,,,,,,,,,,,,,,,
15/05/2018,69.5,72.68,2711.45,0.7405,10.984,170,12970.04,1.1408,,,,,,,,,,,,,,,,,,,,
16/05/2018,71.34,71.95,2722.46,0.7413,10.4,169.6,12996.33,1.1422,,,,,,,,,,,,,,,,,,,,
17/05/2018,70.94,71.56,2720.13,0.7398,10.268,170.2,13114.61,1.1459,,,,,,,,,,,,,,,,,,,,
18/05/2018,71.32,69.96,2712.97,0.7426,10.118,170.7,13077.72,1.1442,,,,,,,,,,,,,,,,,,,,
21/05/2018,71.38,70.43,2733.01,0.7449,10.192,171.9,13077.72,1.1387,,,,,,,,,,,,,,,,,,,,
22/05/2018,71.31,71.08,2724.44,0.7445,10.27,170.9,13169.92,1.1403,,,,,,,,,,,,,,,,,,,,
23/05/2018,71.34,70.24,2733.29,0.7491,10.158,170,12976.84,1.1413,,,,,,,,,,,,,,,,,,,,
24/05/2018,72.18,69.31,2727.76,0.7473,9.56,166.8,12855.09,1.1419,,,,,,,,,,,,,,,,,,,,
25/05/2018,72.25,68.44,2721.33,0.7519,9.551,166.9,12938.01,1.142,,,,,,,,,,,,,,,,,,,,
28/05/2018,72.25,68.44,2721.33,0.7513,9.33,165.8,12863.46,1.1451,,,,,,,,,,,,,,,,,,,,
29/05/2018,70.92,65.71,2689.86,0.7546,8.97,161.7,12666.51,1.1479,,,,,,,,,,,,,,,,,,,,
30/05/2018,72.23,66.68,2724.01,0.7529,8.944,162.4,12783.76,1.1391,,,,,,,,,,,,,,,,,,,,
31/05/2018,71.8,66.69,2705.27,0.7521,8.859,158.7,12604.89,1.1372,,,,,,,,,,,,,,,,,,,,
01/06/2018,72.76,67.28,2734.62,0.7491,9.2,160.2,12724.27,1.1447,,,,,,,,,,,,,,,,,,,,
04/06/2018,73.83,67.34,2746.87,0.7511,9.203,160.2,12770.75,1.1381,,,,,,,,,,,,,,,,,,,,
